Transporte	trip_duration	trip_duration_hrs	dist_meters	dist_km	wait_sec	wait_min	Vel_mts_seg	Vel_km_hr
Taxi Libre	1028	0.285555556	888	0.888	38	0.633333333	0.86	3.11
Taxi de Sitio	2116	0.587777778	6570	6.57	1032	17.2	3.1	11.18
Taxi Libre	2633	0.731388889	8768	8.768	589	9.816666667	3.33	11.99
Taxi Libre	445	0.123611111	1996	1.996	40	0.666666667	4.49	16.15
Taxi Libre	553	0.153611111	1469	1.469	234	3.9	2.66	9.56
Taxi Libre	94	0.026111111	2029	2.029	31	0.516666667	21.59	77.71
Taxi Libre	433	0.120277778	2204	2.204	66	1.1	5.09	18.32
Taxi Libre	1418	0.393888889	7827	7.827	151	2.516666667	5.52	19.87
Taxi Libre	628	0.174444444	2762	2.762	206	3.433333333	4.4	15.83
Radio Taxi	474	0.131666667	2960	2.96	233	3.883333333	6.24	22.48
Taxi Libre	363	0.100833333	1383	1.383	114	1.9	3.81	13.72
Taxi de Sitio	622	0.172777778	1646	1.646	374	6.233333333	2.65	9.53
Taxi de Sitio	2343	0.650833333	4150	4.15	1873	31.21666667	1.77	6.38
Taxi de Sitio	1045	0.290277778	6435	6.435	161	2.683333333	6.16	22.17
Taxi Libre	441	0.1225	2405	2.405	67	1.116666667	5.45	19.63
UberX	1803	0.500833333	2269	2.269	1320	22	1.26	4.53
Taxi Libre	348	0.096666667	3479	3.479	24	0.4	10	35.99
Taxi Libre	383	0.106388889	1649	1.649	124	2.066666667	4.31	15.5
Taxi Libre	1695	0.470833333	5956	5.956	426	7.1	3.51	12.65
Radio Taxi	902	0.250555556	797	0.797	77	1.283333333	0.88	3.18
Taxi Libre	520	0.144444444	2167	2.167	34	0.566666667	4.17	15
Taxi Libre	504	0.14	843	0.843	0	0	1.67	6.02
Radio Taxi	680	0.188888889	637	0.637	60	1	0.94	3.37
Taxi Libre	599	0.166388889	2081	2.081	246	4.1	3.47	12.51
Taxi Libre	1978	0.549444444	1470	1.47	1728	28.8	0.74	2.68
Taxi Libre	432	0.12	737	0.737	276	4.6	1.71	6.14
Taxi Libre	411	0.114166667	802	0.802	177	2.95	1.95	7.02
Taxi Libre	820	0.227777778	5332	5.332	63	1.05	6.5	23.41
Taxi Libre	1171	0.325277778	3903	3.903	193	3.216666667	3.33	12
Taxi Libre	1219	0.338611111	8865	8.865	66	1.1	7.27	26.18
Taxi Libre	1382	0.383888889	8005	8.005	302	5.033333333	5.79	20.85
Taxi Libre	1495	0.415277778	7917	7.917	286	4.766666667	5.3	19.06
Taxi Libre	2237	0.621388889	4005	4.005	1129	18.81666667	1.79	6.45
Taxi Libre	547	0.151944444	2525	2.525	56	0.933333333	4.62	16.62
Taxi de Sitio	742	0.206111111	4530	4.53	146	2.433333333	6.11	21.98
Taxi Libre	554	0.153888889	2177	2.177	76	1.266666667	3.93	14.15
Taxi Libre	518	0.143888889	2085	2.085	62	1.033333333	4.03	14.49
Taxi Libre	359	0.099722222	1390	1.39	130	2.166666667	3.87	13.94
Taxi de Sitio	581	0.161388889	1217	1.217	143	2.383333333	2.09	7.54
Taxi Libre	849	0.235833333	3215	3.215	319	5.316666667	3.79	13.63
Taxi de Sitio	2016	0.56	1890	1.89	1734	28.9	0.94	3.37
Taxi Libre	1372	0.381111111	6684	6.684	158	2.633333333	4.87	17.54
Taxi Libre	1347	0.374166667	4246	4.246	234	3.9	3.15	11.35
Taxi Libre	422	0.117222222	1367	1.367	109	1.816666667	3.24	11.66
Taxi de Sitio	154	0.042777778	570	0.57	87	1.45	3.7	13.32
Taxi Libre	899	0.249722222	3608	3.608	102	1.7	4.01	14.45
Taxi de Sitio	584	0.162222222	2150	2.15	211	3.516666667	3.68	13.25
Taxi Libre	447	0.124166667	1351	1.351	123	2.05	3.02	10.88
Taxi Libre	795	0.220833333	3579	3.579	31	0.516666667	4.5	16.21
Taxi de Sitio	600	0.166666667	2965	2.965	203	3.383333333	4.94	17.79
Taxi Libre	661	0.183611111	920	0.92	434	7.233333333	1.39	5.01
Taxi Libre	418	0.116111111	2034	2.034	34	0.566666667	4.87	17.52
Taxi Libre	1006	0.279444444	6483	6.483	62	1.033333333	6.44	23.2
Taxi Libre	1006	0.279444444	6483	6.483	62	1.033333333	6.44	23.2
Radio Taxi	744	0.206666667	2775	2.775	302	5.033333333	3.73	13.43
Taxi Libre	843	0.234166667	3855	3.855	414	6.9	4.57	16.46
Taxi Libre	1697	0.471388889	6408	6.408	289	4.816666667	3.78	13.59
Taxi Libre	951	0.264166667	6342	6.342	231	3.85	6.67	24.01
Radio Taxi	1030	0.286111111	3409	3.409	493	8.216666667	3.31	11.91
Taxi Libre	815	0.226388889	2848	2.848	247	4.116666667	3.49	12.58
Taxi Libre	393	0.109166667	1270	1.27	98	1.633333333	3.23	11.63
Taxi Libre	926	0.257222222	3341	3.341	229	3.816666667	3.61	12.99
Taxi Libre	1247	0.346388889	5461	5.461	219	3.65	4.38	15.77
Taxi Libre	661	0.183611111	1893	1.893	270	4.5	2.86	10.31
Taxi Libre	1175	0.326388889	7063	7.063	394	6.566666667	6.01	21.64
Taxi Libre	456	0.126666667	1664	1.664	103	1.716666667	3.65	13.14
Taxi Libre	1328	0.368888889	6683	6.683	457	7.616666667	5.03	18.12
Taxi Libre	520	0.144444444	2385	2.385	203	3.383333333	4.59	16.51
Taxi de Sitio	1610	0.447222222	2904	2.904	1606	26.76666667	1.8	6.49
Taxi Libre	1525	0.423611111	4425	4.425	476	7.933333333	2.9	10.45
Radio Taxi	1402	0.389444444	5942	5.942	493	8.216666667	4.24	15.26
Taxi de Sitio	868	0.241111111	3513	3.513	80	1.333333333	4.05	14.57
Taxi Libre	437	0.121388889	1545	1.545	71	1.183333333	3.54	12.73
Taxi Libre	1458	0.405	8388	8.388	151	2.516666667	5.75	20.71
Taxi Libre	1389	0.385833333	4838	4.838	247	4.116666667	3.48	12.54
Taxi Libre	455	0.126388889	1613	1.613	147	2.45	3.55	12.76
Taxi Libre	59	0.016388889	1423	1.423	10	0.166666667	24.12	86.83
Taxi Libre	229	0.063611111	1399	1.399	85	1.416666667	6.11	21.99
Taxi Libre	243	0.0675	1783	1.783	22	0.366666667	7.34	26.41
Taxi de Sitio	595	0.165277778	6200	6.2	144	2.4	10.42	37.51
Taxi Libre	880	0.244444444	4147	4.147	196	3.266666667	4.71	16.97
Radio Taxi	2053	0.570277778	4473	4.473	504	8.4	2.18	7.84
Taxi Libre	735	0.204166667	2594	2.594	121	2.016666667	3.53	12.71
Taxi Libre	671	0.186388889	1060	1.06	11	0.183333333	1.58	5.69
Radio Taxi	1812	0.503333333	2717	2.717	1803	30.05	1.5	5.4
Taxi Libre	445	0.123611111	935	0.935	332	5.533333333	2.1	7.56
Taxi Libre	484	0.134444444	2670	2.67	81	1.35	5.52	19.86
Taxi Libre	1665	0.4625	3588	3.588	508	8.466666667	2.15	7.76
Taxi Libre	1809	0.5025	1830	1.83	32	0.533333333	1.01	3.64
Taxi Libre	1226	0.340555556	1969	1.969	730	12.16666667	1.61	5.78
Taxi Libre	549	0.1525	2822	2.822	114	1.9	5.14	18.5
Taxi de Sitio	820	0.227777778	7113	7.113	129	2.15	8.67	31.23
Taxi Libre	421	0.116944444	1635	1.635	87	1.45	3.88	13.98
Taxi Libre	2360	0.655555556	749	0.749	195	3.25	0.32	1.14
Taxi Libre	1973	0.548055556	5895	5.895	493	8.216666667	2.99	10.76
Taxi Libre	1759	0.488611111	7415	7.415	560	9.333333333	4.22	15.18
Taxi Libre	1011	0.280833333	3930	3.93	179	2.983333333	3.89	13.99
Taxi Libre	1250	0.347222222	1486	1.486	5	0.083333333	1.19	4.28
Radio Taxi	1557	0.4325	4894	4.894	79	1.316666667	3.14	11.32
Taxi Libre	659	0.183055556	3380	3.38	125	2.083333333	5.13	18.46
Taxi Libre	1113	0.309166667	4782	4.782	298	4.966666667	4.3	15.47
Taxi Libre	777	0.215833333	3938	3.938	32	0.533333333	5.07	18.25
Taxi Libre	778	0.216111111	1255	1.255	509	8.483333333	1.61	5.81
Taxi Libre	1414	0.392777778	6796	6.796	342	5.7	4.81	17.3
Radio Taxi	414	0.115	929	0.929	174	2.9	2.24	8.08
Taxi Libre	327	0.090833333	1480	1.48	53	0.883333333	4.53	16.29
Taxi Libre	1073	0.298055556	4268	4.268	356	5.933333333	3.98	14.32
Taxi Libre	510	0.141666667	2718	2.718	101	1.683333333	5.33	19.19
Taxi de Sitio	474	0.131666667	1972	1.972	175	2.916666667	4.16	14.98
Taxi Libre	1317	0.365833333	6071	6.071	326	5.433333333	4.61	16.59
Taxi de Sitio	255	0.070833333	909	0.909	87	1.45	3.56	12.83
Radio Taxi	1164	0.323333333	4289	4.289	467	7.783333333	3.68	13.26
Taxi Libre	1016	0.282222222	4447	4.447	453	7.55	4.38	15.76
Taxi Libre	314	0.087222222	1658	1.658	29	0.483333333	5.28	19.01
Taxi de Sitio	915	0.254166667	4072	4.072	270	4.5	4.45	16.02
Taxi Libre	390	0.108333333	1093	1.093	126	2.1	2.8	10.09
Taxi Libre	971	0.269722222	5262	5.262	72	1.2	5.42	19.51
Taxi Libre	464	0.128888889	1155	1.155	42	0.7	2.49	8.96
Taxi Libre	822	0.228333333	2275	2.275	393	6.55	2.77	9.96
Taxi Libre	1820	0.505555556	5069	5.069	1095	18.25	2.79	10.03
Taxi Libre	1597	0.443611111	6736	6.736	53	0.883333333	4.22	15.18
Taxi de Sitio	771	0.214166667	2610	2.61	311	5.183333333	3.39	12.19
Radio Taxi	575	0.159722222	3357	3.357	60	1	5.84	21.02
Taxi Libre	967	0.268611111	4613	4.613	263	4.383333333	4.77	17.17
Taxi Libre	1767	0.490833333	5629	5.629	527	8.783333333	3.19	11.47
Taxi Libre	1174	0.326111111	4408	4.408	574	9.566666667	3.75	13.52
Taxi Libre	1836	0.51	4364	4.364	17	0.283333333	2.38	8.56
Taxi de Sitio	557	0.154722222	3527	3.527	127	2.116666667	6.33	22.8
Taxi Libre	284	0.078888889	957	0.957	48	0.8	3.37	12.13
Taxi Libre	948	0.263333333	4319	4.319	140	2.333333333	4.56	16.4
Taxi de Sitio	223	0.061944444	977	0.977	68	1.133333333	4.38	15.77
UberSUV	469	0.130277778	1944	1.944	0	0	4.14	14.92
Taxi Libre	207	0.0575	1065	1.065	23	0.383333333	5.14	18.52
Taxi Libre	1112	0.308888889	6871	6.871	356	5.933333333	6.18	22.24
Taxi Libre	1684	0.467777778	6189	6.189	553	9.216666667	3.68	13.23
Taxi Libre	526	0.146111111	1407	1.407	213	3.55	2.67	9.63
Taxi Libre	1242	0.345	8104	8.104	237	3.95	6.52	23.49
Taxi Libre	702	0.195	3032	3.032	107	1.783333333	4.32	15.55
Taxi Libre	1011	0.280833333	7017	7.017	139	2.316666667	6.94	24.99
Taxi de Sitio	607	0.168611111	2370	2.37	280	4.666666667	3.9	14.06
Taxi de Sitio	478	0.132777778	3242	3.242	64	1.066666667	6.78	24.42
Taxi Libre	726	0.201666667	971	0.971	467	7.783333333	1.34	4.81
Taxi Libre	892	0.247777778	2812	2.812	289	4.816666667	3.15	11.35
Radio Taxi	456	0.126666667	4212	4.212	113	1.883333333	9.24	33.25
Taxi de Sitio	420	0.116666667	1526	1.526	194	3.233333333	3.63	13.08
Taxi Libre	1833	0.509166667	7187	7.187	552	9.2	3.92	14.12
Taxi Libre	623	0.173055556	1843	1.843	231	3.85	2.96	10.65
Taxi Libre	610	0.169444444	1831	1.831	175	2.916666667	3	10.81
Taxi de Sitio	315	0.0875	571	0.571	274	4.566666667	1.81	6.53
Taxi Libre	1027	0.285277778	4697	4.697	348	5.8	4.57	16.46
Taxi Libre	348	0.096666667	2299	2.299	88	1.466666667	6.61	23.78
Taxi Libre	2153	0.598055556	7750	7.75	2	0.033333333	3.6	12.96
Taxi de Sitio	623	0.173055556	7645	7.645	79	1.316666667	12.27	44.18
Taxi Libre	427	0.118611111	2869	2.869	92	1.533333333	6.72	24.19
Taxi de Sitio	859	0.238611111	5320	5.32	333	5.55	6.19	22.3
Taxi Libre	480	0.133333333	2604	2.604	91	1.516666667	5.42	19.53
Taxi Libre	352	0.097777778	528	0.528	228	3.8	1.5	5.4
Taxi de Sitio	970	0.269444444	2938	2.938	523	8.716666667	3.03	10.9
Taxi Libre	719	0.199722222	5816	5.816	181	3.016666667	8.09	29.12
Taxi Libre	1478	0.410555556	5341	5.341	692	11.53333333	3.61	13.01
Taxi de Sitio	439	0.121944444	2121	2.121	153	2.55	4.83	17.39
Taxi de Sitio	709	0.196944444	2303	2.303	367	6.116666667	3.25	11.69
Taxi Libre	870	0.241666667	2790	2.79	388	6.466666667	3.21	11.54
Taxi de Sitio	774	0.215	7517	7.517	126	2.1	9.71	34.96
Taxi Libre	651	0.180833333	2552	2.552	255	4.25	3.92	14.11
Taxi Libre	123	0.034166667	553	0.553	16	0.266666667	4.5	16.19
Taxi Libre	369	0.1025	1694	1.694	47	0.783333333	4.59	16.53
Taxi de Sitio	717	0.199166667	2509	2.509	336	5.6	3.5	12.6
Taxi Libre	430	0.119444444	1760	1.76	112	1.866666667	4.09	14.73
Taxi Libre	657	0.1825	3150	3.15	251	4.183333333	4.79	17.26
Taxi Libre	297	0.0825	1523	1.523	97	1.616666667	5.13	18.46
Taxi Libre	624	0.173333333	3784	3.784	57	0.95	6.06	21.83
Taxi de Sitio	2576	0.715555556	8404	8.404	864	14.4	3.26	11.74
Taxi Libre	875	0.243055556	3650	3.65	143	2.383333333	4.17	15.02
Taxi Libre	1137	0.315833333	5136	5.136	461	7.683333333	4.52	16.26
Taxi de Sitio	812	0.225555556	4688	4.688	274	4.566666667	5.77	20.78
Taxi Libre	923	0.256388889	4435	4.435	231	3.85	4.8	17.3
Taxi Libre	277	0.076944444	1756	1.756	29	0.483333333	6.34	22.82
Taxi Libre	687	0.190833333	2238	2.238	121	2.016666667	3.26	11.73
Taxi Libre	879	0.244166667	2937	2.937	325	5.416666667	3.34	12.03
Taxi Libre	344	0.095555556	1279	1.279	61	1.016666667	3.72	13.38
Taxi de Sitio	485	0.134722222	3192	3.192	75	1.25	6.58	23.69
Taxi Libre	2456	0.682222222	7450	7.45	1012	16.86666667	3.03	10.92
Radio Taxi	1200	0.333333333	6212	6.212	423	7.05	5.18	18.64
Taxi Libre	1208	0.335555556	5540	5.54	378	6.3	4.59	16.51
Taxi de Sitio	696	0.193333333	2678	2.678	60	1	3.85	13.85
Taxi de Sitio	611	0.169722222	3881	3.881	20	0.333333333	6.35	22.87
Taxi Libre	862	0.239444444	3902	3.902	302	5.033333333	4.53	16.3
Taxi de Sitio	761	0.211388889	3985	3.985	0	0	5.24	18.85
Taxi Libre	1302	0.361666667	7252	7.252	472	7.866666667	5.57	20.05
Taxi de Sitio	1232	0.342222222	6042	6.042	228	3.8	4.9	17.66
Taxi Libre	701	0.194722222	2092	2.092	195	3.25	2.98	10.74
Taxi Libre	1051	0.291944444	3529	3.529	343	5.716666667	3.36	12.09
Taxi de Sitio	840	0.233333333	1953	1.953	501	8.35	2.33	8.37
Taxi Libre	1339	0.371944444	3860	3.86	344	5.733333333	2.88	10.38
Taxi de Sitio	1120	0.311111111	1490	1.49	566	9.433333333	1.33	4.79
Taxi de Sitio	662	0.183888889	656	0.656	587	9.783333333	0.99	3.57
Taxi de Sitio	2670	0.741666667	7608	7.608	1100	18.33333333	2.85	10.26
Taxi Libre	268	0.074444444	1400	1.4	119	1.983333333	5.22	18.81
Taxi Libre	2429	0.674722222	1911	1.911	2069	34.48333333	0.79	2.83
Taxi Libre	435	0.120833333	1481	1.481	103	1.716666667	3.4	12.26
Taxi de Sitio	457	0.126944444	690	0.69	25	0.416666667	1.51	5.44
Taxi Libre	982	0.272777778	2812	2.812	309	5.15	2.86	10.31
Taxi de Sitio	1193	0.331388889	3639	3.639	621	10.35	3.05	10.98
Taxi Libre	335	0.093055556	1935	1.935	70	1.166666667	5.78	20.79
Taxi Libre	205	0.056944444	988	0.988	61	1.016666667	4.82	17.35
Taxi de Sitio	433	0.120277778	2433	2.433	55	0.916666667	5.62	20.23
Taxi Libre	2657	0.738055556	7192	7.192	1015	16.91666667	2.71	9.74
Taxi de Sitio	371	0.103055556	2728	2.728	57	0.95	7.35	26.47
Radio Taxi	731	0.203055556	3996	3.996	278	4.633333333	5.47	19.68
Taxi Libre	397	0.110277778	2157	2.157	58	0.966666667	5.43	19.56
Radio Taxi	951	0.264166667	4395	4.395	426	7.1	4.62	16.64
Taxi Libre	429	0.119166667	4414	4.414	57	0.95	10.29	37.04
Taxi de Sitio	1095	0.304166667	2588	2.588	508	8.466666667	2.36	8.51
Taxi Libre	243	0.0675	1052	1.052	85	1.416666667	4.33	15.59
Taxi Libre	743	0.206388889	2388	2.388	365	6.083333333	3.21	11.57
Taxi de Sitio	1033	0.286944444	2813	2.813	18	0.3	2.72	9.8
Taxi Libre	274	0.076111111	1109	1.109	93	1.55	4.05	14.57
Taxi Libre	804	0.223333333	3667	3.667	176	2.933333333	4.56	16.42
Taxi Libre	194	0.053888889	1399	1.399	27	0.45	7.21	25.96
Taxi Libre	756	0.21	2925	2.925	269	4.483333333	3.87	13.93
Taxi de Sitio	934	0.259444444	3802	3.802	374	6.233333333	4.07	14.65
Taxi de Sitio	1073	0.298055556	5736	5.736	246	4.1	5.35	19.24
Taxi Libre	568	0.157777778	1747	1.747	222	3.7	3.08	11.07
Taxi Libre	564	0.156666667	3023	3.023	129	2.15	5.36	19.3
Taxi Libre	1037	0.288055556	3229	3.229	336	5.6	3.11	11.21
Radio Taxi	189	0.0525	1378	1.378	55	0.916666667	7.29	26.25
Taxi Libre	329	0.091388889	2298	2.298	77	1.283333333	6.98	25.15
Taxi de Sitio	544	0.151111111	2711	2.711	185	3.083333333	4.98	17.94
Taxi Libre	422	0.117222222	1387	1.387	98	1.633333333	3.29	11.83
Taxi Libre	287	0.079722222	1512	1.512	36	0.6	5.27	18.97
Taxi Libre	405	0.1125	1614	1.614	76	1.266666667	3.99	14.35
Taxi Libre	1386	0.385	4353	4.353	415	6.916666667	3.14	11.31
Taxi Libre	1985	0.551388889	8744	8.744	770	12.83333333	4.41	15.86
Taxi Libre	216	0.06	1427	1.427	31	0.516666667	6.61	23.78
Taxi Libre	605	0.168055556	1795	1.795	149	2.483333333	2.97	10.68
Taxi Libre	1077	0.299166667	4892	4.892	244	4.066666667	4.54	16.35
Taxi Libre	418	0.116111111	1005	1.005	128	2.133333333	2.4	8.66
Taxi Libre	924	0.256666667	2139	2.139	288	4.8	2.31	8.33
Taxi Libre	350	0.097222222	1954	1.954	41	0.683333333	5.58	20.1
Taxi Libre	636	0.176666667	1622	1.622	227	3.783333333	2.55	9.18
Taxi Libre	1346	0.373888889	4101	4.101	711	11.85	3.05	10.97
Taxi Libre	1398	0.388333333	6664	6.664	256	4.266666667	4.77	17.16
Taxi Libre	265	0.073611111	1469	1.469	74	1.233333333	5.54	19.96
Taxi Libre	627	0.174166667	3959	3.959	113	1.883333333	6.31	22.73
Taxi Libre	886	0.246111111	5194	5.194	86	1.433333333	5.86	21.1
Taxi Libre	724	0.201111111	3618	3.618	209	3.483333333	5	17.99
Taxi Libre	206	0.057222222	671	0.671	46	0.766666667	3.26	11.73
Taxi Libre	1168	0.324444444	3575	3.575	254	4.233333333	3.06	11.02
Taxi Libre	484	0.134444444	2452	2.452	201	3.35	5.07	18.24
Taxi Libre	2320	0.644444444	9004	9.004	514	8.566666667	3.88	13.97
Taxi Libre	1412	0.392222222	2706	2.706	724	12.06666667	1.92	6.9
Taxi Libre	285	0.079166667	1037	1.037	108	1.8	3.64	13.1
Taxi Libre	1201	0.333611111	6933	6.933	268	4.466666667	5.77	20.78
Taxi Libre	1292	0.358888889	7117	7.117	291	4.85	5.51	19.83
Taxi Libre	485	0.134722222	2899	2.899	197	3.283333333	5.98	21.52
Taxi Libre	1113	0.309166667	4832	4.832	274	4.566666667	4.34	15.63
Taxi Libre	1050	0.291666667	1687	1.687	822	13.7	1.61	5.78
Taxi Libre	756	0.21	3916	3.916	177	2.95	5.18	18.65
Taxi Libre	336	0.093333333	754	0.754	38	0.633333333	2.24	8.08
Taxi Libre	826	0.229444444	5333	5.333	158	2.633333333	6.46	23.24
Taxi Libre	360	0.1	2032	2.032	123	2.05	5.64	20.32
Taxi de Sitio	440	0.122222222	2317	2.317	70	1.166666667	5.27	18.96
Taxi de Sitio	335	0.093055556	1405	1.405	76	1.266666667	4.19	15.1
Taxi Libre	779	0.216388889	8276	8.276	62	1.033333333	10.62	38.25
Radio Taxi	512	0.142222222	6427	6.427	30	0.5	12.55	45.19
Taxi Libre	1057	0.293611111	9125	9.125	95	1.583333333	8.63	31.08
Taxi Libre	1249	0.346944444	8959	8.959	189	3.15	7.17	25.82
Taxi Libre	655	0.181944444	4244	4.244	174	2.9	6.48	23.33
Taxi Libre	1254	0.348333333	8501	8.501	193	3.216666667	6.78	24.4
Taxi Libre	211	0.058611111	1842	1.842	28	0.466666667	8.73	31.43
Taxi Libre	132	0.036666667	1093	1.093	36	0.6	8.28	29.81
Taxi Libre	176	0.048888889	1546	1.546	45	0.75	8.78	31.62
Taxi Libre	2444	0.678888889	6903	6.903	474	7.9	2.82	10.17
Taxi de Sitio	1386	0.385	6266	6.266	416	6.933333333	4.52	16.28
Taxi Libre	1163	0.323055556	5973	5.973	415	6.916666667	5.14	18.49
Taxi Libre	1497	0.415833333	8715	8.715	550	9.166666667	5.82	20.96
Taxi Libre	544	0.151111111	2760	2.76	289	4.816666667	5.07	18.26
Taxi Libre	437	0.121388889	2008	2.008	128	2.133333333	4.59	16.54
Taxi de Sitio	483	0.134166667	7365	7.365	17	0.283333333	15.25	54.89
Taxi Libre	562	0.156111111	2229	2.229	137	2.283333333	3.97	14.28
Taxi de Sitio	1319	0.366388889	4870	4.87	558	9.3	3.69	13.29
Taxi de Sitio	917	0.254722222	3145	3.145	302	5.033333333	3.43	12.35
Radio Taxi	813	0.225833333	2997	2.997	386	6.433333333	3.69	13.27
Taxi de Sitio	1527	0.424166667	6878	6.878	501	8.35	4.5	16.22
Taxi Libre	411	0.114166667	2406	2.406	88	1.466666667	5.85	21.07
Taxi Libre	1281	0.355833333	4398	4.398	519	8.65	3.43	12.36
Taxi de Sitio	1241	0.344722222	4852	4.852	347	5.783333333	3.91	14.08
Taxi Libre	1018	0.282777778	6880	6.88	239	3.983333333	6.76	24.33
Taxi de Sitio	1060	0.294444444	4711	4.711	382	6.366666667	4.44	16
Taxi de Sitio	836	0.232222222	2915	2.915	377	6.283333333	3.49	12.55
Taxi Libre	481	0.133611111	2422	2.422	115	1.916666667	5.04	18.13
Taxi de Sitio	1446	0.401666667	7080	7.08	410	6.833333333	4.9	17.63
Taxi Libre	394	0.109444444	1204	1.204	198	3.3	3.06	11
Taxi Libre	1643	0.456388889	6831	6.831	810	13.5	4.16	14.97
Taxi Libre	822	0.228333333	3737	3.737	76	1.266666667	4.55	16.37
Taxi de Sitio	469	0.130277778	2659	2.659	127	2.116666667	5.67	20.41
Taxi Libre	797	0.221388889	5071	5.071	183	3.05	6.36	22.91
Radio Taxi	794	0.220555556	2585	2.585	378	6.3	3.26	11.72
Taxi Libre	729	0.2025	2698	2.698	264	4.4	3.7	13.32
Taxi Libre	1858	0.516111111	5842	5.842	236	3.933333333	3.14	11.32
Taxi Libre	1216	0.337777778	6314	6.314	443	7.383333333	5.19	18.69
Taxi de Sitio	1861	0.516944444	8753	8.753	892	14.86666667	4.7	16.93
Taxi Libre	201	0.055833333	1220	1.22	60	1	6.07	21.85
Taxi Libre	237	0.065833333	1548	1.548	62	1.033333333	6.53	23.51
Taxi Libre	512	0.142222222	1879	1.879	201	3.35	3.67	13.21
Taxi Libre	1307	0.363055556	5779	5.779	233	3.883333333	4.42	15.92
Taxi Libre	242	0.067222222	832	0.832	60	1	3.44	12.38
Taxi Libre	1333	0.370277778	6931	6.931	360	6	5.2	18.72
Taxi Libre	670	0.186111111	2447	2.447	179	2.983333333	3.65	13.15
Taxi Libre	491	0.136388889	929	0.929	64	1.066666667	1.89	6.81
Taxi Libre	223	0.061944444	1084	1.084	68	1.133333333	4.86	17.5
Taxi Libre	1332	0.37	4443	4.443	457	7.616666667	3.34	12.01
Taxi Libre	517	0.143611111	2792	2.792	156	2.6	5.4	19.44
Taxi de Sitio	786	0.218333333	2352	2.352	351	5.85	2.99	10.77
Taxi Libre	864	0.24	3640	3.64	236	3.933333333	4.21	15.17
Taxi Libre	874	0.242777778	3854	3.854	330	5.5	4.41	15.87
Taxi Libre	532	0.147777778	1379	1.379	50	0.833333333	2.59	9.33
Taxi de Sitio	1984	0.551111111	3129	3.129	395	6.583333333	1.58	5.68
Taxi Libre	611	0.169722222	1318	1.318	39	0.65	2.16	7.77
Taxi de Sitio	357	0.099166667	2249	2.249	48	0.8	6.3	22.68
Taxi Libre	232	0.064444444	533	0.533	128	2.133333333	2.3	8.27
Taxi Libre	1506	0.418333333	6490	6.49	546	9.1	4.31	15.51
Taxi Libre	482	0.133888889	2458	2.458	94	1.566666667	5.1	18.36
Taxi Libre	387	0.1075	3084	3.084	81	1.35	7.97	28.69
Radio Taxi	945	0.2625	1983	1.983	105	1.75	2.1	7.55
Taxi Libre	648	0.18	1231	1.231	27	0.45	1.9	6.84
Taxi Libre	968	0.268888889	6341	6.341	256	4.266666667	6.55	23.58
Taxi Libre	860	0.238888889	4082	4.082	158	2.633333333	4.75	17.09
Taxi Libre	1045	0.290277778	4890	4.89	19	0.316666667	4.68	16.85
Taxi Libre	681	0.189166667	3660	3.66	131	2.183333333	5.37	19.35
Taxi Libre	1566	0.435	6042	6.042	53	0.883333333	3.86	13.89
Taxi de Sitio	2140	0.594444444	6291	6.291	1175	19.58333333	2.94	10.58
Taxi Libre	441	0.1225	1930	1.93	130	2.166666667	4.38	15.76
Taxi Libre	460	0.127777778	1418	1.418	7	0.116666667	3.08	11.1
Taxi Libre	1181	0.328055556	4761	4.761	188	3.133333333	4.03	14.51
Taxi Libre	668	0.185555556	8191	8.191	19	0.316666667	12.26	44.14
Taxi Libre	932	0.258888889	6177	6.177	286	4.766666667	6.63	23.86
Taxi Libre	677	0.188055556	2998	2.998	262	4.366666667	4.43	15.94
Taxi Libre	763	0.211944444	6198	6.198	178	2.966666667	8.12	29.24
Taxi Libre	264	0.073333333	905	0.905	71	1.183333333	3.43	12.34
Taxi Libre	614	0.170555556	2426	2.426	146	2.433333333	3.95	14.22
Taxi Libre	404	0.112222222	2280	2.28	99	1.65	5.64	20.32
Taxi Libre	373	0.103611111	2284	2.284	81	1.35	6.12	22.04
Taxi Libre	334	0.092777778	1448	1.448	101	1.683333333	4.34	15.61
Taxi Libre	515	0.143055556	2835	2.835	117	1.95	5.5	19.82
Taxi Libre	2296	0.637777778	5102	5.102	243	4.05	2.22	8
Taxi Libre	587	0.163055556	3554	3.554	130	2.166666667	6.05	21.8
Taxi Libre	1091	0.303055556	1830	1.83	868	14.46666667	1.68	6.04
Taxi Libre	857	0.238055556	3320	3.32	440	7.333333333	3.87	13.95
Taxi Libre	932	0.258888889	2972	2.972	588	9.8	3.19	11.48
Taxi Libre	1664	0.462222222	4965	4.965	554	9.233333333	2.98	10.74
Taxi de Sitio	552	0.153333333	3366	3.366	134	2.233333333	6.1	21.95
Taxi Libre	454	0.126111111	2026	2.026	59	0.983333333	4.46	16.07
Taxi Libre	723	0.200833333	3646	3.646	121	2.016666667	5.04	18.15
Taxi Libre	1406	0.390555556	9038	9.038	592	9.866666667	6.43	23.14
Taxi Libre	820	0.227777778	1337	1.337	568	9.466666667	1.63	5.87
Taxi Libre	861	0.239166667	1988	1.988	193	3.216666667	2.31	8.31
Taxi Libre	1594	0.442777778	4404	4.404	902	15.03333333	2.76	9.95
